X,MajorityProteinIDs,ProteinNames,GeneID,DVL3_1,DVL3_2,DVL3_3,DVL3_M_1,DVL3_M_2,DVL3_M_3,DVL3_M_TTLL_1,DVL3_M_TTLL_2,DVL3_M_TTLL_3,DVL3_TTLL_1,DVL3_TTLL_2,DVL3_TTLL_3,logFC_DVL3_TTLL.DVL3,pval_DVL3_TTLL.DVL3,adjpval_DVL3_TTLL.DVL3,logFC_DVL3_M.DVL3,pval_DVL3_M.DVL3,adjpval_DVL3_M.DVL3,logFC_DVL3_M_TTLL.DVL3_TTLL,pval_DVL3_M_TTLL.DVL3_TTLL,adjpval_DVL3_M_TTLL.DVL3_TTLL,logFC_DVL3_M_TTLL.DVL3_M,pval_DVL3_M_TTLL.DVL3_M,adjpval_DVL3_M_TTLL.DVL3_M
77,O43617,Trafficking protein particle complex subunit 3,TRAPPC3,21.55755944,22.21461489,21.62959434,NA,18.89482073,NA,19.65799428,18.79827721,NA,19.88361474,21.13906143,21.57442225,-0.934890083,0.300118875,0.618531653,-4.337760564,0.000706,0.05123491,-2.464664604,0.018087274,0.165161894,0.938205877,0.298514247,0.909328605
78,O43660,Pleiotropic regulator 1,PLRG1,20.65201761,20.53590879,18.27338494,19.80651967,21.37424306,18.69922187,20.07370805,19.0625476,20.96006518,19.41643142,18.55619551,NA,-1.580617098,0.145729052,0.451255059,0.139557754,0.891027511,1,1.792286929,0.104604236,0.377727402,0.072112076,0.943539477,1
79,O43663,Protein regulator of cytokinesis 1,PRC1,20.18638068,19.47349772,NA,NA,NA,NA,NA,NA,NA,NA,20.94112718,19.68573987,0.322329549,0.777152384,0.98602194,-2.055404057,0.096675193,0.641738154,-2.377733606,0.060696972,0.29319782,0,1,1
80,O43670,BUB3-interacting and GLEBS motif-containing protein ZNF207,ZNF207,20.24502735,20.64879148,20.73148636,20.42843438,20.62368742,20.34483198,20.26859501,20.56325612,19.9532636,NA,20.32973241,NA,-2.60063551,0.01248405,0.162682775,-0.076117133,0.928912261,1,2.320572027,0.02140217,0.176145491,-0.203946349,0.811351052,1
81,O43684,Mitotic checkpoint protein BUB3,BUB3,19.57828857,NA,20.62558911,NA,20.83893706,20.35218411,NA,20.78823915,20.5001179,NA,20.07205815,20.77563803,0.214606167,0.902162818,1,0.329081166,0.850573374,1,0.146886959,0.932929686,1,0.03241196,0.985180689,1
82,O43809,Cleavage and polyadenylation specificity factor subunit 5,NUDT21,22.18896305,22.93491271,23.05543746,23.76418234,23.35601792,22.48443493,22.60145057,22.4264608,23.30751083,22.91323891,22.39613404,22.21467772,-0.218420853,0.594402517,0.853728529,0.475107325,0.26099957,0.775375638,0.27045718,0.511578503,0.79108122,-0.423070998,0.3131952,0.909328605
83,O43813,LanC-like protein 1,LANCL1,21.13489767,20.88328159,20.66486193,20.90064404,20.8160654,21.64235989,20.96763414,20.76797173,20.57616578,21.77681174,22.33151545,21.84623135,1.090505787,0.002068168,0.055048478,0.225342714,0.395187172,0.809131182,-1.214262297,0.00104342,0.035100716,-0.349099224,0.200365248,0.846155216
84,O43815,Striatin,STRN,22.78436093,22.85856103,22.38809231,20.76334954,20.14575341,23.39593385,23.16437553,23.11965237,24.0094767,20.5186053,21.83664859,NA,-2.976309089,0.042866141,0.276420324,-1.24199249,0.349490858,0.782865134,3.73047253,0.016295982,0.161532969,1.996155931,0.147658442,0.825251889
85,O43819,"Protein SCO2 homolog, mitochondrial",SCO2,21.60661427,20.72916591,21.92862101,19.56487438,20.77023007,21.83806864,19.86004885,22.55500428,21.8433863,19.59666503,21.66938331,21.73015583,-0.422732341,0.645194186,0.885991139,-0.697076035,0.452535621,0.838186986,0.420745088,0.646728761,0.91522362,0.695088781,0.453782583,0.948773961
86,O43823,A-kinase anchor protein 8,AKAP8,20.29068752,NA,NA,22.20590607,19.79005383,19.14457458,NA,19.74336748,NA,NA,18.7395023,NA,-0.517061737,0.701711531,0.931617571,2.452060243,0.094313355,0.641738154,0.334621724,0.80374302,1,-2.634500256,0.075548612,0.779818369
87,O43824,Putative GTP-binding protein 6,GTPBP6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
88,O43865;Q96HN2,Putative adenosylhomocysteinase 2;Putative adenosylhomocysteinase 3,AHCYL1;AHCYL2,NA,NA,20.29418922,NA,NA,NA,NA,20.96291536,NA,NA,NA,NA,-1.182452034,0.368514397,0.668132625,-1.182452034,0.368514397,0.797908053,1.405360748,0.289781926,0.628093419,1.405360748,0.289781926,0.909328605
89,O60306,Intron-binding protein aquarius,AQR,21.79025475,20.97208187,21.14654926,NA,20.0042983,19.08676121,20.10044824,19.52320366,19.13389868,NA,20.26610182,21.16897998,-1.908990319,0.134339913,0.435760282,-2.690331085,0.045946832,0.471143336,0.191878551,0.872006097,1,0.973219317,0.422545893,0.944467402
90,O60341,Lysine-specific histone demethylase 1A,KDM1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
91,O60494,Cubilin,CUBN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
92,O60506,Heterogeneous nuclear ribonucleoprotein Q,SYNCRIP,25.18901484,25.10303232,24.68732729,25.60028624,25.31588866,24.75540009,24.7027786,25.34483168,24.83839591,24.6847505,24.52759454,24.46169393,-0.435111827,0.116612817,0.42322155,0.230733515,0.380471404,0.79850249,0.403989071,0.14137332,0.435610895,-0.261856271,0.322673875,0.910181204
93,O60547,"GDP-mannose 4,6 dehydratase",GMDS,20.90647724,NA,21.27992789,NA,NA,NA,19.79465255,NA,20.27277366,19.71687564,NA,NA,-1.907565455,0.209898897,0.502071741,-2.89757963,0.070944199,0.554942044,1.201239153,0.416754357,0.710677043,2.191253327,0.155476718,0.825251889
94,O60716,Catenin delta-1,CTNND1,NA,21.56078885,20.90269452,NA,20.34308111,21.22624752,NA,20.50371608,20.15771541,NA,21.63655988,20.95723335,0.04343662,0.982365607,1,-0.298051578,0.879530576,1,-0.64412058,0.74387991,0.995287451,-0.302632382,0.87769612,1
95,O60762,Dolichol-phosphate mannosyltransferase subunit 1,DPM1,24.61133272,25.68260994,25.29015636,24.45878854,24.50288174,25.23486016,25.03342431,24.32155177,25.1916885,25.43334622,25.52152369,25.08769555,0.152822146,0.668020009,0.903451925,-0.462522862,0.213200455,0.737873108,-0.498633627,0.182665141,0.476001732,0.11671138,0.74269749,1
96,O60783,"28S ribosomal protein S14, mitochondrial",MRPS14,19.34657722,21.22311127,20.85283762,21.53595822,21.47870194,21.06997109,21.70261619,21.54776047,19.7929145,NA,21.0804108,18.45262447,-1.714219239,0.132641945,0.434887506,0.887368382,0.413478668,0.818621592,2.254474256,0.058009372,0.292340828,-0.347113365,0.744872868,1
97,Q99880;Q99879;Q99877;Q93079;Q5QNW6;P62807;P58876;P57053;O60814;Q96A08,Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-K;Histone H2B type 1-A,HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BK;HIST1H2BA,26.95243977,24.49132724,24.49540216,25.65110596,24.85928951,24.79870366,24.68413335,23.41099516,25.01780555,28.710429,25.14538734,24.69982063,0.872155933,0.446718031,0.730234725,-0.210023345,0.852226326,1,-1.814234301,0.132928116,0.424217023,-0.732055023,0.520925473,0.98144242
98,O60830,Mitochondrial import inner membrane translocase subunit Tim17-B,TIMM17B,19.7057304,NA,19.46645787,20.06338951,21.53023755,21.18748315,21.60390026,19.78610124,19.93100807,21.33828715,20.7556743,19.59479966,1.923246572,0.059052124,0.318036592,2.287362939,0.03040409,0.376589275,-0.122583846,0.893100658,1,-0.486700213,0.596574189,1
99,O60832,H/ACA ribonucleoprotein complex subunit 4,DKC1,20.0220085,20.34263995,20.81216902,19.88878721,19.33443155,20.14571337,19.98128082,20.49213388,19.38670661,NA,NA,19.3622759,-2.773625113,0.002741233,0.068585646,-0.602628446,0.393376599,0.80719164,2.334726392,0.00731996,0.099535539,0.163729726,0.812909447,1
100,O60841,Eukaryotic translation initiation factor 5B,EIF5B,19.96023981,20.78222069,20.31876678,22.67594296,21.42188898,21.39400695,19.5918352,20.70263031,20.76425652,19.46848935,22.72718798,20.07874825,0.404399432,0.625314594,0.877253842,1.476870537,0.098718584,0.641738154,-0.405234518,0.624610801,0.890846762,-1.477705623,0.098556195,0.804585156
101,O60884,DnaJ homolog subfamily A member 2,DNAJA2,24.49854599,23.65520701,24.50494468,24.54372222,24.3758137,24.22701145,24.25960685,24.62271277,24.54205039,24.38695518,24.39851765,24.29771017,0.141495108,0.542960897,0.816973279,0.162616567,0.485986662,0.860498338,0.113729008,0.623510309,0.890846762,0.09260755,0.688648785,1
102,O75122,CLIP-associating protein 2,CLASP2,21.66609106,20.24539293,21.22640499,NA,18.39085274,20.55931705,NA,18.75320572,18.81791914,19.01535594,21.34987208,20.70368428,-0.689658898,0.524151859,0.796736301,-2.480295361,0.041697789,0.447317792,-2.250318106,0.059589857,0.292340828,-0.459681643,0.669063751,1
103,O75147,Obscurin-like protein 1,OBSL1,25.04643258,23.68022807,23.08288782,25.31011705,23.23242421,22.7305737,24.71743465,24.78686246,24.60594716,25.14661955,23.58557687,23.92189192,0.281513288,0.713377958,0.937899658,-0.17881117,0.815077069,1,0.48538531,0.529759203,0.810181861,0.945709768,0.235287225,0.883916874
104,O75155,Cullin-associated NEDD8-dissociated protein 2,CAND2,NA,NA,NA,NA,19.58539442,NA,NA,19.64966904,NA,NA,NA,NA,0,1,1,0.946187099,0.331250541,0.7815875,0.967611975,0.321023822,0.65352017,0.021424875,0.981937105,1
105,O75190,DnaJ homolog subfamily B member 6,DNAJB6,21.48711396,20.65888317,22.27010934,21.66913339,21.62775576,21.63236144,22.48116091,23.1092416,21.83497767,23.06536211,23.69489579,24.17356503,2.172572153,0.001208232,0.041507707,0.171048042,0.719529023,1,-1.169480915,0.032721736,0.21567435,0.832043196,0.105782287,0.806912447
106,O75251,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",NDUFS7,20.83644752,21.52530084,21.68490213,21.05074687,20.88109433,21.05341613,21.57573047,20.85959614,21.12446708,21.19230455,20.95184256,21.99689323,0.031463285,0.923797221,1,-0.353797719,0.297889931,0.775375638,-0.193748884,0.559789349,0.833686281,0.191512121,0.564239516,1
107,O75306,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",NDUFS2,21.08000225,22.05431525,21.7307989,NA,21.11699657,21.52389324,21.50673958,21.39504021,21.31967055,NA,19.4239222,19.41599616,-3.092788306,0.032529819,0.252594753,-1.825797822,0.169129834,0.699416417,2.878232955,0.04325441,0.251680312,1.611242471,0.21946229,0.86064992
108,O75390,"Citrate synthase, mitochondrial",CS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
109,O75396,Vesicle-trafficking protein SEC22b,SEC22B,NA,NA,19.50664146,NA,18.26852842,20.43314772,NA,NA,NA,NA,NA,NA,-0.919936113,0.363030798,0.661064816,0.816067187,0.417312269,0.819117166,0,1,1,-1.736003301,0.104656161,0.806912447
110,O75400,Pre-mRNA-processing factor 40 homolog A,PRPF40A,21.80160741,21.08717702,21.41223548,20.57634216,20.40085503,21.99102785,20.71790248,20.66625706,20.79285452,20.13450915,20.41350602,20.65757926,-1.031808489,0.026882822,0.230345276,-0.444264958,0.282932384,0.775375638,0.323806539,0.426496203,0.714252677,-0.263736992,0.514538817,0.978851059
111,O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",NDUFS3,20.1895321,21.32381127,22.88505457,NA,20.30000446,21.79375625,22.78566217,20.66273046,22.21496126,20.29955283,21.40792918,21.66747993,-0.341145329,0.792423674,0.99231433,-1.852601368,0.175782054,0.699416417,0.762797312,0.559473525,0.833686281,2.274253351,0.105015054,0.806912447
112,O75531,"Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed",BANF1,19.87262469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.041930524,0.176858501,0.458563209,-1.041930524,0.176858501,0.699416417,0,1,1,0,1,1
113,O75533,Splicing factor 3B subunit 1,SF3B1,21.9518101,21.61317804,20.9313724,19.83038313,21.95458155,20.54566698,20.58704245,20.30762701,20.51510732,19.79511717,21.19160507,20.21630617,-1.097777378,0.079486978,0.355865325,-0.721909629,0.225171715,0.750383377,0.068916123,0.903646402,1,-0.306951625,0.59280097,1
114,O75534,Cold shock domain-containing protein E1,CSDE1,22.5667464,22.77769486,22.82822727,22.64315785,23.11461572,22.26920693,22.82790401,23.19557628,22.75133939,21.99269258,22.23369132,22.31941887,-0.542288585,0.034555215,0.257219895,-0.048562678,0.82783925,1,0.743005632,0.007907865,0.104134096,0.249279726,0.28060279,0.909328605
115,O75569,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,PRKRA,20.72097277,19.52260443,NA,20.48896439,NA,NA,NA,NA,NA,NA,NA,NA,-2.249970319,0.086469089,0.367934798,-1.002593229,0.41230961,0.818621592,0,1,1,-1.24737709,0.312860436,0.909328605
116,O75600,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",GCAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
117,O75607,Nucleoplasmin-3,NPM3,20.78065054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.344605808,0.176324301,0.458563209,-1.344605808,0.176324301,0.699416417,0,1,1,0,1,1
118,O75616,"GTPase Era, mitochondrial",ERAL1,NA,NA,20.14339532,NA,20.83725037,19.7141516,20.33697482,20.06753471,19.12633521,NA,NA,NA,-1.132187399,0.354329455,0.653784879,1.220391179,0.320036408,0.777699541,3.096781795,0.026118572,0.198026263,0.744203217,0.536756292,0.990845443
119,O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase,SNRNP200,23.9242689,23.44212944,24.05668845,23.87166787,23.47749106,22.90195231,23.48301459,23.25175891,22.98857824,22.38046507,23.05578924,23.70194061,-0.761630621,0.066764856,0.329252625,-0.390658513,0.311587264,0.776467353,0.195052273,0.605137975,0.87618936,-0.175919834,0.640495012,1
120,O75688,Protein phosphatase 1B,PPM1B,19.77401637,NA,NA,22.82588021,NA,NA,22.6151485,NA,NA,NA,NA,NA,-1.009061084,0.631369788,0.87858511,1.017287945,0.628629202,0.9653923,1.956105127,0.361148918,0.679560994,-0.070243902,0.973170462,1
121,O75694,Nuclear pore complex protein Nup155,NUP155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,1,0,1,1
122,O75746,Calcium-binding mitochondrial carrier protein Aralar1,SLC25A12,21.96407702,22.06638791,21.1099127,NA,21.44099262,21.43727075,20.99474676,21.17383985,21.36482282,NA,19.84397993,20.33983353,-2.736577017,0.070030359,0.3343816,-1.838427046,0.199941877,0.718088323,2.200920953,0.132349619,0.423793765,1.302770983,0.352208789,0.910181204
123,O75880,"Protein SCO1 homolog, mitochondrial",SCO1,22.16605088,21.11563219,21.45460733,NA,21.55686184,21.32267363,21.61348159,22.20999628,21.82657254,22.03886658,NA,22.11309512,-1.279165192,0.452019951,0.731535522,-1.703307269,0.322726116,0.777699541,1.58375186,0.355997794,0.672739033,2.007893937,0.248853297,0.907534583
124,O75934,Pre-mRNA-splicing factor SPF27,BCAS2,21.44425028,20.57560919,19.8586491,21.12793725,22.43558849,21.83485509,NA,22.04570656,21.82908719,20.1573704,20.16364671,20.6058705,-0.317206981,0.80505694,1,1.173290755,0.372010185,0.797908053,-0.101753582,0.93679286,1,-1.592251318,0.234543451,0.883916874
125,O75947,"ATP synthase subunit d, mitochondrial",ATP5PD,20.49753244,21.7490923,22.16769421,20.52473676,20.9612928,21.99433976,21.08907576,20.84328231,21.08161778,20.03876624,20.67078379,21.34420767,-0.786853751,0.168743962,0.458563209,-0.311316545,0.567717153,0.919966526,0.320072718,0.557093759,0.833641498,-0.155464489,0.773756085,1
126,O75964,"ATP synthase subunit g, mitochondrial",ATP5MG,19.57816315,19.69995979,20.84144845,NA,21.00943598,20.71225102,NA,21.18362867,19.81748408,19.83176438,21.20886804,21.61968799,0.846916336,0.551746658,0.817814062,-0.550350423,0.697184782,1,-1.637458177,0.262944181,0.59591154,-0.240191418,0.864652439,1
127,O76021,Ribosomal L1 domain-containing protein 1,RSL1D1,22.68995116,22.2550768,21.81093431,23.05962803,23.07811965,22.71310084,22.86860381,22.59642749,21.97750495,20.21456314,NA,21.80849767,-2.662022778,0.032508296,0.252594753,0.698295419,0.52242936,0.889196094,2.890880772,0.022852516,0.181013022,-0.469437426,0.665101711,1
128,O76031,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",CLPX,NA,NA,20.58974472,NA,NA,NA,NA,NA,NA,NA,18.94587291,NA,-0.547957268,0.598386626,0.858465217,-1.280970533,0.234356999,0.750383377,-0.733013265,0.483881414,0.760918012,0,1,1
129,O94776,Metastasis-associated protein MTA2,MTA2,NA,18.81363595,NA,NA,19.32735325,NA,NA,NA,NA,NA,NA,NA,-0.688934277,0.382824124,0.678746499,0.171239101,0.824578721,1,0,1,1,-0.860173377,0.281736742,0.909328605
130,O94826,Mitochondrial import receptor subunit TOM70,TOMM70,22.27742381,21.98805472,22.31182072,NA,21.18098645,23.257592,21.75131594,21.34811663,21.58658717,22.55384281,21.04568272,22.64216225,-0.111870487,0.93601909,1,-1.797295892,0.21813736,0.741557329,-0.518556013,0.710912593,0.971435242,1.166869392,0.411906503,0.943030395
131,O94905;O75477,Erlin-2;Erlin-1,ERLIN2;ERLIN1,21.35556551,21.69821327,21.63956023,21.62913691,21.79900712,20.9209151,22.40831995,21.33715489,21.86761768,20.41910404,20.53707338,21.03482713,-0.900778154,0.020780352,0.203253551,-0.114759961,0.728143744,1,1.207362656,0.004644596,0.079594377,0.421344462,0.221109295,0.861706318
132,O94906,Pre-mRNA-processing factor 6,PRPF6,21.91743556,20.3697431,19.93367147,NA,18.63676626,21.45123975,NA,19.93235996,20.54521005,20.12348443,20.75537377,20.24992383,-0.364022701,0.785599202,0.986731528,-1.795337001,0.200904007,0.718088323,-1.301459633,0.342898738,0.665064064,0.129854667,0.922545474,1
133,O95104;Q9UPN6,"Splicing factor, arginine/serine-rich 15;Protein SCAF8",SCAF4;SCAF8,NA,NA,NA,NA,NA,19.20432101,NA,19.99135391,NA,18.78719427,NA,NA,0.680120384,0.526443498,0.799248562,0.819162629,0.447911009,0.835543852,0.401386546,0.706332104,0.968883182,0.262344301,0.805009603,1
134,O95163,Elongator complex protein 1,ELP1,18.1802024,20.70619412,20.93360337,NA,21.41397964,21.51157148,20.67657666,19.75999026,19.57649223,20.38738764,NA,21.60222483,-0.361184767,0.825598344,1,-0.049205213,0.97601754,1,0.425537857,0.79527748,1,0.113558303,0.944694597,1
135,O95168,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,NDUFB4,21.40197133,21.47504685,21.42998214,21.89235787,21.68009869,21.32868678,21.64505415,19.57229871,22.06217139,21.73973999,21.1066445,22.06352638,0.200970182,0.732807078,0.956932834,0.198047671,0.736521536,1,-0.543462205,0.366126387,0.679560994,-0.540539695,0.368587345,0.917514064
136,O95232,Luc7-like protein 3,LUC7L3,22.17890174,22.08371429,22.21639531,22.80381209,21.75750643,21.39613336,22.14116009,21.85484887,21.93463341,22.47003154,21.71492617,22.31114099,0.005695785,0.986905378,1,-0.173853152,0.619022777,0.963180963,-0.18848544,0.590307716,0.865738514,-0.008936503,0.979456553,1
137,O95299,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,22.1740554,NA,NA,NA,NA,19.46197521,NA,NA,NA,NA,20.6772536,NA,-0.498933932,0.767453531,0.982288115,-0.904026728,0.594291417,0.940820371,-1.310140161,0.444352005,0.726359842,-0.905047365,0.593882185,1
138,O95347,Structural maintenance of chromosomes protein 2,SMC2,22.62659998,22.32453573,22.63168329,20.50423592,22.57565599,23.07314648,20.63316467,22.20263665,22.35925581,23.23182889,22.39721275,23.15622199,0.400814879,0.571614262,0.837259844,-0.476593534,0.502859781,0.871298596,-1.196735499,0.114309325,0.38807758,-0.319327085,0.651089554,1
139,O95391,Pre-mRNA-splicing factor SLU7,SLU7,19.78821229,19.57145129,NA,NA,NA,NA,NA,NA,NA,19.61031744,NA,NA,-1.000837674,0.310451197,0.628437616,-1.955332449,0.06574093,0.552238217,-0.954494774,0.332082842,0.658762554,0,1,1
140,O95399,Urotensin-2,UTS2,24.53152001,24.86868302,25.38191597,24.55839839,24.68243023,24.34168902,24.27631997,24.29558975,24.66330537,24.84005904,25.66514341,25.87473456,0.532606002,0.109473371,0.408809513,-0.399867126,0.214696892,0.737873108,-1.04824064,0.006993376,0.099034186,-0.115767511,0.707709534,1
141,O95400,CD2 antigen cytoplasmic tail-binding protein 2,CD2BP2,NA,20.63843164,NA,19.99847839,20.31544434,20.05947241,20.30145919,20.30895514,NA,NA,19.12058127,NA,-0.505950124,0.708616503,0.935925708,2.080432423,0.147895796,0.699416417,1.580999982,0.259285442,0.589756523,-1.005382566,0.463136004,0.951200353
142,O95429,BAG family molecular chaperone regulator 4,BAG4,19.94950633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.067557738,0.17679512,0.458563209,-1.067557738,0.17679512,0.699416417,0,1,1,0,1,1
143,O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,AHSA1,19.36902491,NA,NA,NA,21.09784756,20.02894044,NA,21.11671648,NA,20.15104665,NA,NA,0.260673914,0.877801976,1,1.67030999,0.337681277,0.782865134,0.321889942,0.849471277,1,-1.087746133,0.525891681,0.984866008
144,O95573,Long-chain-fatty-acid--CoA ligase 3,ACSL3,19.34029627,NA,19.97382691,NA,NA,19.92077198,19.95410208,NA,19.38825359,NA,NA,NA,-1.940152315,0.13852681,0.441543675,-0.882172695,0.477911558,0.860498338,1.949563143,0.136853984,0.431245175,0.891583523,0.473369408,0.951200353
145,O95757,Heat shock 70 kDa protein 4L,HSPA4L,21.14185998,22.05236586,20.15787314,21.0465285,21.4883107,21.54999267,18.97050409,21.32901906,20.88064292,21.45644347,21.94968101,21.86249886,0.638841448,0.341787596,0.648825922,0.244244293,0.709881579,1,-1.362819086,0.06155268,0.29319782,-0.968221931,0.163005042,0.825251889
146,O95782;O94973,AP-2 complex subunit alpha-1;AP-2 complex subunit alpha-2,AP2A1;AP2A2,19.12406613,20.24632018,20.26396376,NA,18.99148265,NA,NA,NA,19.70795782,NA,19.10867799,NA,-2.34400195,0.049718497,0.291081769,-2.383067061,0.046762696,0.473426812,0.199759945,0.850552315,1,0.238825056,0.821857277,1
147,O95793,Double-stranded RNA-binding protein Staufen homolog 1,STAU1,24.38200644,24.32738447,23.73052667,24.95945731,24.05810195,24.71072131,23.97868538,23.80062665,24.39444742,24.36997634,23.7678679,24.13436045,-0.055904299,0.85236116,1,0.429454329,0.176040958,0.699416417,-0.032815075,0.912951218,1,-0.518173703,0.11043937,0.811575352
